course_id,title,platform,subscribers
37821,Quick and Quirky Caricatures - Learn in an Hour!,u,139
514398,Finalize Production Files | Photoshop Illustrator InDesign,u,18
544944,How to illustrate in Flash ,u,5
326338,OpenCV Computer Vision Application Programming ,u,167
600366,Turn your animated greeting card carousel into a music video,u,311
1088924,Mastering Photoshop Elements 15 Made Easy Training Tutorial,u,13
574194,Manipulate Photos with GIMP,u,34
865634,Learn to Draw Pretty Faces for Comic Books,u,1522
400130,The Business Graphic Design with Photoshop & Illustrator,u,6039
563708,Bestseller!! Learn Illustrator CC in 1 Hour,u,4449
1228900,Learn Professional Book-Cover Designing Photoshop 4 Beginner,u,6428
178044,How To Make Graphics For A Website,u,24857
933888,Adobe Illustrator: How to Draw Squared Animals Icons,u,2873
516394,Book Covers and Graphic Design with PowerPoint 2013/2016/365,u,5840
1195812,Getting Started With Digital Painting Using Krita,u,1011
590622,Logo Design - Guide to Logo Design in Photoshop,u,6215
249126,Logo Design Essentials ,u,33205
1163768,Fundamentals of Character Design: From Concept to Vector,u,1452
1131780,"Whiteboard Animation, Beginner To Expert - In 1 Hour!",u,1343
909486,Drawing Fun Caricatures! :) -The Best Method!,u,41
368958,Advanced Graphic Design-Photoshop CC 2014 for Photographers,u,314
201812,Design Beautiful & Professional Ebooks Using FREE Software,u,239
484896,Desktop Publishing 101: Simplified Editing,u,507
553832,Create Professional Character Designs in Photoshop,u,228
452182,How to Make a Custom Graphic From Sketches ,u,21
490392,Getting Started with Illustrator CC,u,92
1093760,"Photoshop From Scratch to Logos, Digital Drawing & Projects",u,91
1115504,How to Make Your Own Children's Interactive eBook!,u,33
446022,InDesign Basics for Beginners: Learn InDesign Quickly,u,177
522784,Create an Accelerated Learning Flowchart with Watercolors,u,668
311846,How to Create Vector Characters in Illustrator or Photoshop,u,92
942768,Photoshop Learn Concept Art Manipulation,u,8
288850,Make Logo design pay with illustrator in less than a day,u,22
1068664,Create a Majestic Bear on Adobe Illustrator,u,3
1136446,Adobe Illustrator CC Beginner,u,2
1125728,Create Beveled Lettering in Adobe Illustrator,u,2
1228708,Learn Adobe Illustrator and Premiere Pro in 1 hour,u,1
1095488,Adobe photoshop The  Flying Land compositing,u,2
381828,Learn Mobile App Design in Photoshop,u,11
406054,Photoshop: Real World Learning,u,9
585174,Adobe Illustrator Fast Track,u,9
1125814,Mastering Text Animation in After Effect,u,1
1105636,How to Design A 2D Character in Illustrator,u,1
327310,Design Efficiency Intensive,u,6
1080584,Adobe Photoshop CC for Photographers Advanced,u,1
513212,Adobe InDesign Tips and Tricks,u,4
1047750,Photoshop CC Training - Creating Fantastic Album Cover Art,u,1
831640,Beginner's Guide to Book Cover Designing.,u,2
570188,Low Poly Portrait Illustration,u,4
365926,Events Promotion Design,u,4
986832,Adobe Photoshop CC Introduction,u,1
1077836,Ecover Mastery in 30 Minutes with NO photoshop skills needed,u,1
872816,Adobe Illustrator in Under 10: Fast info at your Fingertips!,u,1
518188,An Easy Introduction to Adobe Photoshop,u,1
726314,Create Beautiful Image Maps for Your Website,u,0
883828,T-Shirt Design Workshop 02: Mixed Media Design,u,885
826202,Design a unique bookstore-quality Photo Book with Blurb,u,2863
1171720,Learn to Create Deliverable Brand Identity Package,u,915
117004,How to Draw Pinups and Sexy Women,u,3525
952106,Design & Create Text Logos in Adobe Photoshop CS5,u,2035
854746,Freelancing A-Z: How To Start A Successful Freelance Career,u,2267
834114,Character Concept Design for Beginners,u,1197
1012262,Icon & Logo Symbol Design in Adobe Illustrator,u,1043
1091360,How to Draw Majestic Animals: Cats,u,1356
808542,Sketchbook Pro for Beginners,u,1657
1142428,Photoshop CC 2017 Full Course,u,655
1015308,Mobile App Design in Photoshop from Scratch - UI & UX DESIGN,u,1282
1114164,Affinity Designer - making seamless patterns,u,35
635716,Typography: Learn the Foundation and Designs,u,220
374652,Sketch 3 - New Guide To iOS 8 Mobile App Design (2015),u,481
727510,How To Become An Etsy Wholesale Seller,u,1013
579202,How to make Business Cards like a Pro,u,593
699382,Creating animation puzzles with Google Slides,u,679
20150,iPhone icons gone awesome,u,2346
895302,Adobe After Effect: Create 15 Advance Motion Graphic Element,u,140
403764,Learn Sketch 3 Mobile App Design From Scratch,u,528
145178,Learn Real Graphic Design,u,297
1127944,Designing With Halftones: Create a Dot Pattern Portrait!,u,228
435626,A Beginners Guide to creating Vector Graphics With Photoshop,u,1207
1114470,Adobe Photoshop CS6 para Iniciantes,u,5
1143148,PHOTOSHOP: Dessiner l'affiche du film Rogue One en style BD,u,4
640164,Doble exposición con Photoshop,u,36
1141560,Débuter avec KRITA,u,3
1139792,会声会影深度教学,u,3
1221032,Criando um poster com foto colagem digital,u,1
1075366,Adobe InDesign CC 2017 Quick Start,u,2
223884,初めてのiDraw入門,u,13
1164488,Interiores Sostenibles 101,u,1
1122306,Wordpress: Comment utiliser le thème FABLE,u,1
177584,Adobe InDesign CS6,u,5
586914,Aprende Photoshop con Ejercicios Prácticos.,u,3
397204,Typography Design: Learn Web Typography The Practical Way,u,970
58791,Toon Boom Studio Tutorial - Cartoon Animation Made Simple,u,342
1182330,Learn Logo Designing: 5 Types of Logo Designs in Illustrator,u,106
172906,Practical Font Design,u,229
766906,Smashing Photoshop CC/CS,u,437
379814,"Sketching: How to Draw People, Hands, Eyes, Buildings & Cars",u,500
445102,Converting Type to Outlines in Adobe InDesign,u,725
655198,Siemens NX Unigraphics (UG) Basic to Advance 3D Modelling,u,142
575040,Typography From A to Z,u,317
966268,Digital Asset Designer: Creating and Selling Mockups,u,50
536780,Adobe Illustrator CC - From scratch ,u,115
431562,Photoshop: 5 Practical Techniques to Improve Your Skills,u,780
1047408,Easy Coloring Book Design,u,0
987865,Make Patterns in Illustrator,u,0
371900,Learn to create Text fire effect in Adobe Photoshop ,u,0
995384,Professional Business Logo Design Using Free Online Tools,u,0
1252410,Beginners Guide to Kindle Ebook Covers Design With Fireworks,u,0
1216554,Photoshop isn't like what you imagine A to Z .,u,343
1275872,The Complete Adobe Spark Course,u,0
1133764,The Art of Logo Design : Everything You Need to Know,u,0
1200856,Hand Lettering para Iniciantes,u,384
1226332,Aprende a utilizar Canva,u,677
950894,photoshop - CURSO DE PHOTOSHOP DO BÁSICO AO AVANÇADO,u,1110
1245356,Photoshop - Revelando os segredos das Fusões,u,858
1092766,Create Mobile App Design from Scratch in Photoshop,u,1359
364986,Apple Watch Design,u,9847
908664,Word Swag : Create Stunning Images with the Word Swag App,u,2416
1234108,How to Draw Majestic Animals: Dogs,u,1524
47004,Photoshop Course: Design an eBook Cover in Photoshop,u,11893
327666,Digital Art for Beginners,u,3381
1068902,Learn How To Design a Logo in Adobe Illustrator in 30 Mins,u,1270
1076222,The most popular techniques in Photoshop,u,1753
278948,Become a Professional Graphic Designer,u,3618
1013676,Adobe Illustrator CC 2017 for beginners,u,2489
62497,How to Draw Cute Cartoon Characters,u,4080
1182900,How to Create awesome Cinema-graph With Adobe Photoshop?,u,1602
1178226,Learn to Create a Mandala with Adobe Illustrator,u,7
1165268,15  Motion Graphic Elements in After Effect (Series 2),u,8
1133648,Fantasy map design,u,7
471136,Creating 2D Game Assets,u,57
63712,create 9 professional logo design full version,u,91
1055424,Stencil - Simple Graphic Design For Entrepreneurs,u,11
843620,Learn Adobe InDesign from Scratch,u,6
1153326,Getting the Life of an Instructional Designer,u,5
551964,Drawing for All Levels: How to Design Cartoon Women,u,5
1104858,Photoshop Tools 101,u,6
517866,How to create gif animation in photoshop,u,34
1036766,How to Color Comic Books... with a Mouse,u,7
337072,Bestseller! Learn Photoshop in 1 Hour (No Experience Needed),u,5471
737642,How To Design A Fortune 500 Logo in Illustrator,u,3599
520766,Canva : Graphic Design Theory Volume2,u,4961
757900,Canva : Book Cover Design,u,3377
978576,The Complete Figure Drawing Course HD,u,1323
961684,Mastering Logo Design - 20 Projects step-by-step,u,2599
371490,Graphic Design: Create Animated GIF Ad Banners in Photoshop,u,6612
1134692,Learn Inkscape : Design Logos and Game Arts,u,1675
507726,Typography: Learn the Basics to Build a Solid Foundation,u,5850
349586,Master Manga Studio 5: Bonus Drawing and Painting,u,2325
1153710,Learn Adobe Photoshop from scratch to professional,u,1276
1269190,7 Secrets To Designing In Black and White,u,1000
303042,Photoshop CS 6 ile Fotoğraf İşlemenin Temelleri,u,86
647520,誰でもわかる Adobe Illustrator CS6,u,11
681878,Devenez le king de l'illustration automobile,u,42
873296,Corel Draw X7 Eğitimi (Temelden İleri Seviyeye),u,28
1164720,调色中级课程,u,5
1019552,Drawing and paint  hot girl with photoshop,u,74
1147664,Photoshop CC Eğitim Seti (YENİ),u,27
948294,مدخل في أساسيات الفوطوشوب للمبتدئين فقط,u,13
393850,Creación de iconos con Illustrator,u,27
733878,Adobe Illustrator Course in Urdu Basics Level Training,u,1433
860656,GraphicDesign Studio,u,110
1246252,Aula de Photoshop - Aprenda como recortar imagens,u,15
622122,Make your own great designs in PowerPoint: Quick & Easy,u,19
222976,Create Kindle eBook Covers with PowerPoint,u,87
439968,Magazine Design: Start your own magazine in less than 24hrs,u,802
852060,Essential Skills for Designers - Adobe Bridge,u,14
546848,Learn to code in Python and learn Adobe Photoshop today!,u,1132
81278,How to draw Caricatures,u,347
53556,Essential Skills for Designers - Working with Type,u,219
1158854,Affinity Designer for beginners,u,30
68876,How to Create Top Ranking Mobile App Icons - iOS Edition,u,130
514496,Canva - Making Design Simple,u,509
649404,Ribbon Lettering: From Sketch to Wordmark,u,342
108384,How to Make a Custom Graphic ,u,87
753934,Create Flat Designs with Inkscape ,u,259
206592,:::Beginners Guide To Creating Amazing Images with Canva:::,u,72
15467,Learn To Draw - The COMIC BOOK STYLE,u,363
983444,Adobe Illustrator Vectors For Hand Letterers,u,23
74782,How To Create Amazing YouTube Custom Thumbnail Images,u,78
456988,Graphic Design Bootcamp: Professional Workflow & Layout Tips,u,99
1049760,Promotional Design Master Class,u,14
808808,Introduction to GIMP 2.8: Tutorials for Beginners,u,282
599652,48 Logo Designs and Techniques,u,113
524748,Photoshop JumpStart,u,66
310652,How To Sell Practically Anything: Professional Design Mockup,u,52
946326,"Learn Calligraphy, Handwriting animation wz After Effects",u,116
1146166,LaTeX A-Z: from beginner to advance in less than 3 hour,u,623
1190334,Course Bundle | Exploring Art : Silhouette & Linear Line Art,u,827
895394,How To Build Your Own Web Banner Design Business,u,5000
1100628,Canva: Design and Sell Your Own Professional Canva Designs,u,793
996868,How to Design a Logo in Adobe Illustrator,u,972
751230,Illustrator CC: Design and drawing from scratch to expert!,u,2427
356840,Logo design: How To Design an Awesome Logo in Illustrator,u,3131
269082,Photoshop: Real World Hands-on Freelance Mastery,u,5950
449788,Graphic Design: Beginner's Graphic Design Guide to Photoshop,u,4550
792232,Most Wanted Flat Design Techniques,u,2081
1164876,3DS MAX - Learn 3Ds MAX tutorial for Beginners in Urdu Hindi,u,785
861444,Design your own Social Media Logo Icons in Adobe Illustrator,u,2424
148982,Mashup - Transform a scanned sketch into a digital painting,u,57
861742,Motion Graphic With After Effect From Scratch in 5 Hours,u,50
817074,Introduction to Photoshop CC: Tutorials for Beginners,u,262
286160,Making Killer Images in Photoshop that WOW Clients!,u,45
788722,Simple Photoshop CC: Smart Objects,u,272
1008654,Learn Photo Manipulation - Build 3 projects,u,10
964478,Zombie Apocalypse Photoshop Actions,u,12
953220,Creative Perspective Illustration with GIMP,u,43
64078,iPhone icons in iOS7 - learn flat design,u,165
1046540,How to draw professional manga artwork by Punix,u,83
622284,How do I Create a Stylized Graphics from Images in Photoshop,u,17
31150,Advance Design of Logos and Brand Identity   ,u,34
574132,Como utilizar o Corel Draw por completo!,u,293
724824,Photoshop　中級者、上級者がプロになるために最後に学ぶ「超絶技巧」テクニック,u,113
883324,Corel Draw X7: Mão na Massa,u,72
502204,Dibujo digital básico: cómo ilustrar en Photoshop,u,155
283038,Adobe Illustrator CS6 باللغة العربية,u,48
650720,Creare un logo con Adobe Illustrator,u,1447
586680,Mestres do Photoshop,u,86
899240,illustrator CC 2015.3 - Curso básico de ferramentas,u,13
520876,Plantillas Powerpoint para Publicar en Mercadolibre y Ebay,u,15
1083784,Crie seu Cartão de Visita no CorelDRAW X8,u,28
651352,Curso de Maya 3D,u,62
968268,Photoshop: Organización de eventos y decoración de fiestas,u,125
479760,Podcast Cover Art | Design Like the Best,u,33
134690,Learn Drawing and Painting a Landscape with Oil Colours,u,51
692918,Enhance your chroma key with an animated Slides background,u,361
1092632,The Complete Motion Graphic Course,u,50
753154,Making Corporate Flyers in Photoshop,u,4
46524,Rock-Solid Brands,u,134
634480,Typographic Poster Design - From Sketch to Vector,u,36
771044,"Make Money With Photoshop: Logos, Business Cards & Brochures",u,32
497268,Photoshop the Art of Clipart,u,30
435138,Adobe Illustrator Creative Cloud:  Mastering the Upgrades,u,22
334530,Illustrator 101: Learn Quickly and Easily to create Artwork,u,452
904144,Design Your Own Fonts. Plus A Bunch Of Typography Secrets.,u,67
397946,Easy Steps To Become A Photoshop Expert,u,1081
561800,Intro to Adobe Illustrator,u,189
810234,Beginners Guide: Photoshop Poster/Artwork,u,775
559046,Basic Graphic Design for PowerPoint,u,88
338308,Master Graphic Design Using Photoshop with Rachael,u,598
477634,Adobe Illustrator CC - Print Design for Beginners,u,145
913194,Adobe Illustrator | Master in 3D,u,445
429866,From Drawing to Illustration,u,237
632702,Adobe Suite : Unleash your creativity & benefit from it !,u,1005
429366,Become a Logo Designer: Guide to Complimentary Logo Software,u,485
433084,DIY Beautiful Social Graphics That Don't Require Photoshop,u,238
185092,Design while you learn InDesign CC,u,1116
395652,R Graph Essentials,u,105
943724,Car Sketching with Simple Analog Tools,u,23
546124,Drawing Anime & Manga Style,u,82
876444,Inkscape 101 for Beginners - Design Vector Graphics,u,13
893978,"How to Fix Common Branding Mistakes, for Graphic Designers",u,19
1249378,AutoCAD Course - Learn Online AutoCAD in Urdu Hindi,u,105
273256,Mind-Blowing Photoshop: Master Skills Season 1,u,94
1240730,Architectural Drawing For Creatives,u,5
651014,Adobe Photoshop (Complete Beginner),u,98
1236254,Character Design,u,5
1201118,Icon Design Masterclass: Learn Icon Design Principles,u,6
1227748,create stunning Photoshop compositions in minutes,u,5
408118,Marvelous Logo Design,u,91
1258402,Canva Complete Course For Graphics Design | 20 Projects,u,3
